date,metro,mode_group,upt,year,month,baseline_upt,index_vs_2014_2019_month
2016-01-01,New York,Rail,203700844.0,2016,1,205922868.83333334,98.9209431444296
2016-02-01,New York,Rail,212263157.0,2016,2,201766420.33333334,105.2024200307094
2016-03-01,New York,Rail,235374012.0,2016,3,234324801.16666666,100.44775919070858
2016-04-01,New York,Rail,222478233.0,2016,4,227689251.83333334,97.71134614771023
2016-05-01,New York,Rail,238568952.0,2016,5,236043314.16666666,101.06998914256475
2016-06-01,New York,Rail,235819649.0,2016,6,230169722.5,102.45467841670617
2016-07-01,New York,Rail,209070061.0,2016,7,221143331.16666666,94.54052260903697
2016-08-01,New York,Rail,222640824.0,2016,8,218605027.16666666,101.8461592057791
2016-09-01,New York,Rail,227395882.0,2016,9,226545182.5,100.37550986104063
2016-10-01,New York,Rail,229209951.0,2016,10,246445494.5,93.00634668328254
2016-11-01,New York,Rail,224127914.0,2016,11,223528656.83333334,100.26808963788186
2016-12-01,New York,Rail,220431256.0,2016,12,221802922.66666666,99.38158314138717
2017-01-01,New York,Rail,211064673.0,2017,1,205922868.83333334,102.49695635836748
2017-02-01,New York,Rail,203355040.0,2017,2,201766420.33333334,100.78735582662475
2017-03-01,New York,Rail,241449874.0,2017,3,234324801.16666666,103.04068233403324
2017-04-01,New York,Rail,228139393.0,2017,4,227689251.83333334,100.19769978733831
2017-05-01,New York,Rail,242654274.0,2017,5,236043314.16666666,102.80074013393383
2017-06-01,New York,Rail,232384666.0,2017,6,230169722.5,100.96230880236648
2017-07-01,New York,Rail,209917938.0,2017,7,221143331.16666666,94.92392869934362
2017-08-01,New York,Rail,214529849.0,2017,8,218605027.16666666,98.1358259599585
2017-09-01,New York,Rail,225940002.0,2017,9,226545182.5,99.73286542961468
2017-10-01,New York,Rail,252251489.0,2017,10,246445494.5,102.35589395203976
2017-11-01,New York,Rail,225469705.0,2017,11,223528656.83333334,100.86836658626457
2017-12-01,New York,Rail,213430512.0,2017,12,221802922.66666666,96.22529290146053
2018-01-01,New York,Rail,210927750.0,2018,1,205922868.83333334,102.43046398635667
2018-02-01,New York,Rail,203980182.0,2018,2,201766420.33333334,101.09719033673163
2018-03-01,New York,Rail,228551892.0,2018,3,234324801.16666666,97.53636442326025
2018-04-01,New York,Rail,217937814.0,2018,4,227689251.83333334,95.71721644530182
2018-05-01,New York,Rail,231050301.0,2018,5,236043314.16666666,97.8847046846914
2018-06-01,New York,Rail,226123746.0,2018,6,230169722.5,98.24217692229263
2018-07-01,New York,Rail,212825298.0,2018,7,221143331.16666666,96.23862355568946
2018-08-01,New York,Rail,212947811.0,2018,8,218605027.16666666,97.4121289706876
2018-09-01,New York,Rail,215153475.0,2018,9,226545182.5,94.97155164621522
2018-10-01,New York,Rail,246416113.0,2018,10,246445494.5,99.98807789119472
2018-11-01,New York,Rail,217622184.0,2018,11,223528656.83333334,97.3576216503921
2018-12-01,New York,Rail,206071135.0,2018,12,221802922.66666666,92.90731272720471
2019-01-01,New York,Rail,200106107.0,2019,1,205922868.83333334,97.17527156343124
2019-02-01,New York,Rail,191064849.0,2019,2,201766420.33333334,94.69605927703255
2019-03-01,New York,Rail,225578264.0,2019,3,234324801.16666666,96.26734467580084
2019-04-01,New York,Rail,232223929.0,2019,4,227689251.83333334,101.99160791743739
2019-05-01,New York,Rail,235967209.0,2019,5,236043314.16666666,99.96775796555164
2019-06-01,New York,Rail,224274463.0,2019,6,230169722.5,97.43873371529133
2019-07-01,New York,Rail,229774505.0,2019,7,221143331.16666666,103.90297721744473
2019-08-01,New York,Rail,229171856.0,2019,8,218605027.16666666,104.83375381174427
2019-09-01,New York,Rail,230694038.0,2019,9,226545182.5,101.83135896081129
2019-10-01,New York,Rail,253609943.0,2019,10,246445494.5,102.9071127936567
2019-11-01,New York,Rail,235137305.0,2019,11,223528656.83333334,105.19336014053995
2019-12-01,New York,Rail,236357677.0,2019,12,221802922.66666666,106.56202098617374
2020-01-01,New York,Rail,231863427.0,2020,1,205922868.83333334,112.59722065530373
2020-02-01,New York,Rail,227432375.0,2020,2,201766420.33333334,112.72062745835731
2020-03-01,New York,Rail,119654860.0,2020,3,234324801.16666666,51.06367717128409
2020-04-01,New York,Rail,20254269.0,2020,4,227689251.83333334,8.895575367266769
2020-05-01,New York,Rail,25405507.0,2020,5,236043314.16666666,10.763069943197607
2020-06-01,New York,Rail,41052004.0,2020,6,230169722.5,17.83553612269746
2020-07-01,New York,Rail,58922098.0,2020,7,221143331.16666666,26.644302448167807
2020-08-01,New York,Rail,65384281.0,2020,8,218605027.16666666,29.909779224862188
2020-09-01,New York,Rail,79041118.0,2020,9,226545182.5,34.88978098221091
2020-10-01,New York,Rail,88633259.0,2020,10,246445494.5,35.96464978182021
2020-11-01,New York,Rail,75520592.0,2020,11,223528656.83333334,33.7856421050789
2020-12-01,New York,Rail,77390235.0,2020,12,221802922.66666666,34.891440594903614
2021-01-01,New York,Rail,73812961.0,2021,1,205922868.83333334,35.8449556468357
2021-02-01,New York,Rail,68398283.0,2021,2,201766420.33333334,33.89973558880654
2021-03-01,New York,Rail,88984002.0,2021,3,234324801.16666666,37.97464099274278
2021-04-01,New York,Rail,89859001.0,2021,4,227689251.83333334,39.46563145886923
2021-05-01,New York,Rail,102449895.0,2021,5,236043314.16666666,43.40300650399344
2021-06-01,New York,Rail,120506010.0,2021,6,230169722.5,52.35528317587471
2021-07-01,New York,Rail,120132888.0,2021,7,221143331.16666666,54.32354092082513
2021-08-01,New York,Rail,115449037.0,2021,8,218605027.16666666,52.8117026842116
2021-09-01,New York,Rail,122379377.0,2021,9,226545182.5,54.019854074804705
2021-10-01,New York,Rail,144291963.0,2021,10,246445494.5,58.54923957638024
2021-11-01,New York,Rail,132969441.0,2021,11,223528656.83333334,59.48652977373913
2021-12-01,New York,Rail,132745138.0,2021,12,221802922.66666666,59.84823662558051
2022-01-01,New York,Rail,108397157.0,2022,1,205922868.83333334,52.63968864367988
2022-02-01,New York,Rail,124283946.0,2022,2,201766420.33333334,61.597933786342416
2022-03-01,New York,Rail,145533706.0,2022,3,234324801.16666666,62.1076835552235
2022-04-01,New York,Rail,148723149.0,2022,4,227689251.83333334,65.31847586238463
2022-05-01,New York,Rail,151157020.0,2022,5,236043314.16666666,64.03783158766797
2022-06-01,New York,Rail,156700387.0,2022,6,230169722.5,68.08036491419934
2022-07-01,New York,Rail,142706070.0,2022,7,221143331.16666666,64.53103028119274
2022-08-01,New York,Rail,148363477.0,2022,8,218605027.16666666,67.86828231854255
2022-09-01,New York,Rail,164236619.0,2022,9,226545182.5,72.49618693613138
2022-10-01,New York,Rail,171843098.0,2022,10,246445494.5,69.72864257414939
2022-11-01,New York,Rail,168499034.0,2022,11,223528656.83333334,75.38140137693202
2022-12-01,New York,Rail,162630138.0,2022,12,221802922.66666666,73.321909398104
2023-01-01,New York,Rail,150984026.0,2023,1,205922868.83333334,73.32066946007882
2023-02-01,New York,Rail,150531843.0,2023,2,201766420.33333334,74.60698502323135
2023-03-01,New York,Rail,176647689.0,2023,3,234324801.16666666,75.38582690372453
2023-04-01,New York,Rail,161779844.0,2023,4,227689251.83333334,71.05291211480703
2023-05-01,New York,Rail,183903625.0,2023,5,236043314.16666666,77.91096547227278
2023-06-01,New York,Rail,170181767.0,2023,6,230169722.5,73.93751235026144
2023-07-01,New York,Rail,152923078.0,2023,7,221143331.16666666,69.15111443480434
2023-08-01,New York,Rail,168009408.0,2023,8,218605027.16666666,76.85523529699432
2023-09-01,New York,Rail,181300044.0,2023,9,226545182.5,80.02820541107732
2023-10-01,New York,Rail,181403724.0,2023,10,246445494.5,73.60805048111764
2023-11-01,New York,Rail,176363812.0,2023,11,223528656.83333334,78.89986657572044
2023-12-01,New York,Rail,173256395.0,2023,12,221802922.66666666,78.11276466378033
2024-01-01,New York,Rail,172242696.0,2024,1,205922868.83333334,83.64427757628373
2024-02-01,New York,Rail,170632203.0,2024,2,201766420.33333334,84.5691779227201
2024-03-01,New York,Rail,187422182.0,2024,3,234324801.16666666,79.98392874627618
2024-04-01,New York,Rail,187690140.0,2024,4,227689251.83333334,82.43258673333762
2024-05-01,New York,Rail,198452660.0,2024,5,236043314.16666666,84.074679556429
2024-06-01,New York,Rail,180539202.0,2024,6,230169722.5,78.43742436627389
2024-07-01,New York,Rail,170285791.0,2024,7,221143331.16666666,77.00245361306536
2024-08-01,New York,Rail,172596499.0,2024,8,218605027.16666666,78.95358182609895
2024-09-01,New York,Rail,188681230.0,2024,9,226545182.5,83.28635723692777
2024-10-01,New York,Rail,207359496.0,2024,10,246445494.5,84.14010425335651
2024-11-01,New York,Rail,185163387.0,2024,11,223528656.83333334,82.83653184480094
2024-12-01,New York,Rail,186204360.0,2024,12,221802922.66666666,83.95036357561192
2025-01-01,New York,Rail,178578878.0,2025,1,205922868.83333334,86.72124616937782
2025-02-01,New York,Rail,169430889.0,2025,2,201766420.33333334,83.97377954175298
2025-03-01,New York,Rail,194301983.0,2025,3,234324801.16666666,82.91993934598503
2025-04-01,New York,Rail,197133672.0,2025,4,227689251.83333334,86.58013955981559
2025-05-01,New York,Rail,204151128.0,2025,5,236043314.16666666,86.4888415589064
2025-06-01,New York,Rail,192235896.0,2025,6,230169722.5,83.51919353771649
2025-07-01,New York,Rail,186144582.0,2025,7,221143331.16666666,84.1737261612065
2025-08-01,New York,Rail,186798956.0,2025,8,218605027.16666666,85.45043927904852
2025-09-01,New York,Rail,200798094.0,2025,9,226545182.5,88.6348991332005
2025-10-01,New York,Rail,211395037.0,2025,10,246445494.5,85.77760264146359
2025-11-01,New York,Rail,192973368.0,2025,11,223528656.83333334,86.33048251342741
2025-12-01,New York,Rail,200444568.0,2025,12,221802922.66666666,90.37057113139814
2014-01-01,San Francisco,Bus,8127775.0,2014,1,8472824.166666666,95.92757786684469
2014-02-01,San Francisco,Bus,7497779.0,2014,2,8042468.0,93.22734016473551
2014-03-01,San Francisco,Bus,8507744.0,2014,3,8947605.166666666,95.0840346833215
2014-04-01,San Francisco,Bus,8519395.0,2014,4,8735602.5,97.52498468193808
2014-05-01,San Francisco,Bus,8593533.0,2014,5,9043972.0,95.01945605315895
2014-06-01,San Francisco,Bus,7973698.0,2014,6,8620961.833333334,92.49197658165404
2014-07-01,San Francisco,Bus,8161556.0,2014,7,8765666.833333334,93.10821589709441
2014-08-01,San Francisco,Bus,8226881.0,2014,8,9194226.833333334,89.4787691138285
2014-09-01,San Francisco,Bus,8115407.0,2014,9,8711984.0,93.15222571574971
2014-10-01,San Francisco,Bus,8454430.0,2014,10,9227290.333333334,91.62418970885314
2014-11-01,San Francisco,Bus,7626205.0,2014,11,8588459.5,88.79595927535084
2014-12-01,San Francisco,Bus,7531898.0,2014,12,8521497.666666666,88.38702179620775
2015-01-01,San Francisco,Bus,7635952.0,2015,1,8472824.166666666,90.1228663524136
2015-02-01,San Francisco,Bus,7179441.0,2015,2,8042468.0,89.26912733752873
2015-03-01,San Francisco,Bus,8235395.0,2015,3,8947605.166666666,92.04021463396789
2015-04-01,San Francisco,Bus,7976533.0,2015,4,8735602.5,91.31062224958153
2015-05-01,San Francisco,Bus,8022782.0,2015,5,9043972.0,88.70861165868271
2015-06-01,San Francisco,Bus,7838868.0,2015,6,8620961.833333334,90.92799796062971
2015-07-01,San Francisco,Bus,8328203.0,2015,7,8765666.833333334,95.00934907005838
2015-08-01,San Francisco,Bus,8598780.0,2015,8,9194226.833333334,93.52368780836944
2015-09-01,San Francisco,Bus,8648048.0,2015,9,8711984.0,99.26611435466364
2015-10-01,San Francisco,Bus,9027692.0,2015,10,9227290.333333334,97.83686948039025
2015-11-01,San Francisco,Bus,7970161.0,2015,11,8588459.5,92.80082184703787
2015-12-01,San Francisco,Bus,7991056.0,2015,12,8521497.666666666,93.77525304335197
2016-01-01,San Francisco,Bus,7968872.0,2016,1,8472824.166666666,94.05213472210025
2016-02-01,San Francisco,Bus,8345953.0,2016,2,8042468.0,103.7735307122142
2016-03-01,San Francisco,Bus,8698569.0,2016,3,8947605.166666666,97.21672825266783
2016-04-01,San Francisco,Bus,8429583.0,2016,4,8735602.5,96.49687013574622
2016-05-01,San Francisco,Bus,9112636.0,2016,5,9043972.0,100.75922393390869
2016-06-01,San Francisco,Bus,8727396.0,2016,6,8620961.833333334,101.2345973538026
2016-07-01,San Francisco,Bus,8737093.0,2016,7,8765666.833333334,99.67402556044367
2016-08-01,San Francisco,Bus,9719457.0,2016,8,9194226.833333334,105.71260831593217
2016-09-01,San Francisco,Bus,9306611.0,2016,9,8711984.0,106.82539132303273
2016-10-01,San Francisco,Bus,9446653.0,2016,10,9227290.333333334,102.3773248564015
2016-11-01,San Francisco,Bus,8917767.0,2016,11,8588459.5,103.83430229833417
2016-12-01,San Francisco,Bus,8537197.0,2016,12,8521497.666666666,100.18423209097087
2017-01-01,San Francisco,Bus,8322100.0,2017,1,8472824.166666666,98.22108704604496
2017-02-01,San Francisco,Bus,8221251.0,2017,2,8042468.0,102.22298677470647
2017-03-01,San Francisco,Bus,9276401.0,2017,3,8947605.166666666,103.67467972947921
2017-04-01,San Francisco,Bus,8929029.0,2017,4,8735602.5,102.2142319319131
2017-05-01,San Francisco,Bus,9448881.0,2017,5,9043972.0,104.47711470137236
2017-06-01,San Francisco,Bus,8933394.0,2017,6,8620961.833333334,103.62409871087277
2017-07-01,San Francisco,Bus,9247684.0,2017,7,8765666.833333334,105.49892182570404
2017-08-01,San Francisco,Bus,9768640.0,2017,8,9194226.833333334,106.2475418224853
2017-09-01,San Francisco,Bus,9074529.0,2017,9,8711984.0,104.16145162801034
2017-10-01,San Francisco,Bus,9583364.0,2017,10,9227290.333333334,103.8589190737866
2017-11-01,San Francisco,Bus,9224933.0,2017,11,8588459.5,107.41079934067336
2017-12-01,San Francisco,Bus,9247684.0,2017,12,8521497.666666666,108.52181578566804
2018-01-01,San Francisco,Bus,9432960.0,2018,1,8472824.166666666,111.33194569421904
2018-02-01,San Francisco,Bus,8542944.0,2018,2,8042468.0,106.22291565225999
2018-03-01,San Francisco,Bus,9618236.0,2018,3,8947605.166666666,107.49508746576902
2018-04-01,San Francisco,Bus,9224933.0,2018,4,8735602.5,105.60156554742504
2018-05-01,San Francisco,Bus,9583364.0,2018,5,9043972.0,105.96410515202834
2018-06-01,San Francisco,Bus,9259805.0,2018,6,8620961.833333334,107.41034676892491
2018-07-01,San Francisco,Bus,9314456.0,2018,7,8765666.833333334,106.26066649692613
2018-08-01,San Francisco,Bus,9690817.0,2018,8,9194226.833333334,105.40110849632616
2018-09-01,San Francisco,Bus,8804430.0,2018,9,8711984.0,101.06113601677873
2018-10-01,San Francisco,Bus,9690817.0,2018,10,9227290.333333334,105.02343212277812
2018-11-01,San Francisco,Bus,9145961.0,2018,11,8588459.5,106.49128635932905
2018-12-01,San Francisco,Bus,9161105.0,2018,12,8521497.666666666,107.5058089358549
2019-01-01,San Francisco,Bus,9349286.0,2019,1,8472824.166666666,110.34438831837751
2019-02-01,San Francisco,Bus,8467440.0,2019,2,8042468.0,105.28409935855511
2019-03-01,San Francisco,Bus,9349286.0,2019,3,8947605.166666666,104.48925523479457
2019-04-01,San Francisco,Bus,9334142.0,2019,4,8735602.5,106.85172545339603
2019-05-01,San Francisco,Bus,9502636.0,2019,5,9043972.0,105.07148850084896
2019-06-01,San Francisco,Bus,8992610.0,2019,6,8620961.833333334,104.31098262411594
2019-07-01,San Francisco,Bus,8805009.0,2019,7,8765666.833333334,100.44882114977334
2019-08-01,San Francisco,Bus,9160786.0,2019,8,9194226.833333334,99.63628444305839
2019-09-01,San Francisco,Bus,8322879.0,2019,9,8711984.0,95.53368096176486
2019-10-01,San Francisco,Bus,9160786.0,2019,10,9227290.333333334,99.27926475779039
2019-11-01,San Francisco,Bus,8645730.0,2019,11,8588459.5,100.66683087927468
2019-12-01,San Francisco,Bus,8660046.0,2019,12,8521497.666666666,101.62586834794651
2020-01-01,San Francisco,Bus,8837935.0,2020,1,8472824.166666666,104.30919875299351
2020-02-01,San Francisco,Bus,8004321.0,2020,2,8042468.0,99.52568042546145
2020-03-01,San Francisco,Bus,8837935.0,2020,3,8947605.166666666,98.77430703943855
2020-04-01,San Francisco,Bus,2030704.0,2020,4,8735602.5,23.246295833630253
2020-05-01,San Francisco,Bus,2566978.0,2020,5,9043972.0,28.383303265423642
2020-06-01,San Francisco,Bus,3141651.0,2020,6,8620961.833333334,36.44200102884885
2020-07-01,San Francisco,Bus,3553011.0,2020,7,8765666.833333334,40.53326538135023
2020-08-01,San Francisco,Bus,3316447.0,2020,8,9194226.833333334,36.070972145002365
2020-09-01,San Francisco,Bus,2923093.0,2020,9,8711984.0,33.55255243811283
2020-10-01,San Francisco,Bus,3257908.0,2020,10,9227290.333333334,35.30730997193072
2020-11-01,San Francisco,Bus,3376671.0,2020,11,8588459.5,39.31637565502871
2020-12-01,San Francisco,Bus,3291310.0,2020,12,8521497.666666666,38.62360970741724
2021-01-01,San Francisco,Bus,3099639.0,2021,1,8472824.166666666,36.58330373707547
2021-02-01,San Francisco,Bus,3114395.0,2021,2,8042468.0,38.72436918617519
2021-03-01,San Francisco,Bus,3670424.0,2021,3,8947605.166666666,41.02130046678599
2021-04-01,San Francisco,Bus,3722100.0,2021,4,8735602.5,42.60839478444675
2021-05-01,San Francisco,Bus,3770129.0,2021,5,9043972.0,41.686650511523034
2021-06-01,San Francisco,Bus,3843278.0,2021,6,8620961.833333334,44.5806172710311
2021-07-01,San Francisco,Bus,3864711.0,2021,7,8765666.833333334,44.089184239852756
2021-08-01,San Francisco,Bus,4218895.0,2021,8,9194226.833333334,45.88634886301206
2021-09-01,San Francisco,Bus,4518544.0,2021,9,8711984.0,51.865843647095765
2021-10-01,San Francisco,Bus,4550017.0,2021,10,9227290.333333334,49.31043497746232
2021-11-01,San Francisco,Bus,4465718.0,2021,11,8588459.5,51.996728866218675
2021-12-01,San Francisco,Bus,4349717.0,2021,12,8521497.666666666,51.0440437836964
2022-01-01,San Francisco,Bus,4050749.0,2022,1,8472824.166666666,47.80872257371092
2022-02-01,San Francisco,Bus,3955424.0,2022,2,8042468.0,49.18171884550861
2022-03-01,San Francisco,Bus,4985074.0,2022,3,8947605.166666666,55.714058758106056
2022-04-01,San Francisco,Bus,5004099.0,2022,4,8735602.5,57.28395952082298
2022-05-01,San Francisco,Bus,5289069.0,2022,5,9043972.0,58.481704720005766
2022-06-01,San Francisco,Bus,5111929.0,2022,6,8620961.833333334,59.29650425123677
2022-07-01,San Francisco,Bus,5218858.0,2022,7,8765666.833333334,59.53748983653098
2022-08-01,San Francisco,Bus,5893436.0,2022,8,9194226.833333334,64.09931043503911
2022-09-01,San Francisco,Bus,6065963.0,2022,9,8711984.0,69.62780234674443
2022-10-01,San Francisco,Bus,6285540.0,2022,10,9227290.333333334,68.11902273513232
2022-11-01,San Francisco,Bus,5784233.0,2022,11,8588459.5,67.34889999772369
2022-12-01,San Francisco,Bus,5485991.0,2022,12,8521497.666666666,64.37824915987969
2023-01-01,San Francisco,Bus,5591371.0,2023,1,8472824.166666666,65.99182149910857
2023-02-01,San Francisco,Bus,5525009.0,2023,2,8042468.0,68.69792954103143
2023-03-01,San Francisco,Bus,6277643.0,2023,3,8947605.166666666,70.1600359321473
2023-04-01,San Francisco,Bus,6716970.0,2023,4,8735602.5,76.89189154382883
2023-05-01,San Francisco,Bus,6974968.0,2023,5,9043972.0,77.12283938959563
2023-06-01,San Francisco,Bus,6031919.0,2023,6,8620961.833333334,69.96805132203828
2023-07-01,San Francisco,Bus,6104592.0,2023,7,8765666.833333334,69.64207191614877
2023-08-01,San Francisco,Bus,6754155.0,2023,8,9194226.833333334,73.46082626015988
2023-09-01,San Francisco,Bus,6698963.0,2023,9,8711984.0,76.8936559112138
2023-10-01,San Francisco,Bus,6899575.0,2023,10,9227290.333333334,74.77357654040075
2023-11-01,San Francisco,Bus,6133570.0,2023,11,8588459.5,71.41641641321124
2023-12-01,San Francisco,Bus,5976202.0,2023,12,8521497.666666666,70.1308881815102
2024-01-01,San Francisco,Bus,6175366.0,2024,1,8472824.166666666,72.88438752564696
2024-02-01,San Francisco,Bus,6227946.0,2024,2,8042468.0,77.43824408129444
2024-03-01,San Francisco,Bus,6831842.0,2024,3,8947605.166666666,76.35386086828336
2024-04-01,San Francisco,Bus,6679034.0,2024,4,8735602.5,76.45762269975081
2024-05-01,San Francisco,Bus,7066863.0,2024,5,9043972.0,78.13893054954173
2024-06-01,San Francisco,Bus,6309229.0,2024,6,8620961.833333334,73.18474576241695
2024-07-01,San Francisco,Bus,6692713.0,2024,7,8765666.833333334,76.35144167868117
2024-08-01,San Francisco,Bus,7178276.0,2024,8,9194226.833333334,78.0737318115257
2024-09-01,San Francisco,Bus,7165935.0,2024,9,8711984.0,82.25376676541187
2024-10-01,San Francisco,Bus,7397909.0,2024,10,9227290.333333334,80.17423027511398
2024-11-01,San Francisco,Bus,6286015.0,2024,11,8588459.5,73.19141459536486
2024-12-01,San Francisco,Bus,6276590.0,2024,12,8521497.666666666,73.65594928872636
2025-01-01,San Francisco,Bus,6577483.0,2025,1,8472824.166666666,77.63034934534325
2025-02-01,San Francisco,Bus,6131367.0,2025,2,8042468.0,76.2373813610449
2025-03-01,San Francisco,Bus,6968179.0,2025,3,8947605.166666666,77.87758702137636
2025-04-01,San Francisco,Bus,6954286.0,2025,4,8735602.5,79.60854445929746
2025-05-01,San Francisco,Bus,7127624.0,2025,5,9043972.0,78.8107703119824
2025-06-01,San Francisco,Bus,6378319.0,2025,6,8620961.833333334,73.98616445949156
2025-07-01,San Francisco,Bus,6716755.0,2025,7,8765666.833333334,76.62571630555355
2025-08-01,San Francisco,Bus,7099686.0,2025,8,9194226.833333334,77.2189562939686
2025-09-01,San Francisco,Bus,7296115.0,2025,9,8711984.0,83.74803029941286
2025-10-01,San Francisco,Bus,7553438.0,2025,10,9227290.333333334,81.85976301963115
2025-11-01,San Francisco,Bus,6428962.0,2025,11,8588459.5,74.85582251392115
2025-12-01,San Francisco,Bus,6337019.0,2025,12,8521497.666666666,74.36508519844301
2014-01-01,San Francisco,Rail,14368537.0,2014,1,14430723.666666666,99.56906758037152
2014-02-01,San Francisco,Rail,13714445.0,2014,2,13921160.5,98.51509865143785
2014-03-01,San Francisco,Rail,14866874.0,2014,3,15333634.166666666,96.95597167903391
2014-04-01,San Francisco,Rail,16219008.0,2014,4,15110249.166666666,107.33779318331338
2014-05-01,San Francisco,Rail,16353136.0,2014,5,15469156.666666666,105.71446364130604
2014-06-01,San Francisco,Rail,16092727.0,2014,6,15436184.166666666,104.25327157440303
2014-07-01,San Francisco,Rail,16433731.0,2014,7,15494891.333333334,106.05902711074191
2014-08-01,San Francisco,Rail,16431827.0,2014,8,16050360.833333334,102.3766828087406
2014-09-01,San Francisco,Rail,16013623.0,2014,9,15214443.5,105.25276852879963
2014-10-01,San Francisco,Rail,17137053.0,2014,10,16226125.666666666,105.61395463123186
2014-11-01,San Francisco,Rail,14144367.0,2014,11,14388072.166666666,98.30619999786165
2014-12-01,San Francisco,Rail,14535414.0,2014,12,14106760.666666666,103.03863759698011
2015-01-01,San Francisco,Rail,14372300.0,2015,1,14430723.666666666,99.59514388871837
2015-02-01,San Francisco,Rail,13628738.0,2015,2,13921160.5,97.8994387716455
2015-03-01,San Francisco,Rail,15509640.0,2015,3,15333634.166666666,101.14784161028145
2015-04-01,San Francisco,Rail,15135213.0,2015,4,15110249.166666666,100.16521126195856
2015-05-01,San Francisco,Rail,14793698.0,2015,5,15469156.666666666,95.6335133115423
2015-06-01,San Francisco,Rail,15600513.0,2015,6,15436184.166666666,101.06456901238707
2015-07-01,San Francisco,Rail,16879900.0,2015,7,15494891.333333334,108.93848583298657
2015-08-01,San Francisco,Rail,16761420.0,2015,8,16050360.833333334,104.43017558327998
2015-09-01,San Francisco,Rail,16292454.0,2015,9,15214443.5,107.08544154112505
2015-10-01,San Francisco,Rail,16884225.0,2015,10,16226125.666666666,104.05580079220802
2015-11-01,San Francisco,Rail,14802636.0,2015,11,14388072.166666666,102.88130215452887
2015-12-01,San Francisco,Rail,14873228.0,2015,12,14106760.666666666,105.43333336011325
2016-01-01,San Francisco,Rail,14434441.0,2016,1,14430723.666666666,100.02575985390061
2016-02-01,San Francisco,Rail,15390149.0,2016,2,13921160.5,110.55219857568628
2016-03-01,San Francisco,Rail,15805975.0,2016,3,15333634.166666666,103.08042325908715
2016-04-01,San Francisco,Rail,15110462.0,2016,4,15110249.166666666,100.00140853622588
2016-05-01,San Francisco,Rail,15635956.0,2016,5,15469156.666666666,101.07827037328259
2016-06-01,San Francisco,Rail,15880847.0,2016,6,15436184.166666666,102.88065255332694
2016-07-01,San Francisco,Rail,15203066.0,2016,7,15494891.333333334,98.11663517313254
2016-08-01,San Francisco,Rail,16260413.0,2016,8,16050360.833333334,101.3087068187927
2016-09-01,San Francisco,Rail,15604477.0,2016,9,15214443.5,102.56357388293564
2016-10-01,San Francisco,Rail,15922767.0,2016,10,16226125.666666666,98.1304306838332
2016-11-01,San Francisco,Rail,15088494.0,2016,11,14388072.166666666,104.86807283991824
2016-12-01,San Francisco,Rail,14390775.0,2016,12,14106760.666666666,102.01332070518812
2017-01-01,San Francisco,Rail,14604409.0,2017,1,14430723.666666666,101.20358020391262
2017-02-01,San Francisco,Rail,13950921.0,2017,2,13921160.5,100.2137788728174
2017-03-01,San Francisco,Rail,15963930.0,2017,3,15333634.166666666,104.11054435290698
2017-04-01,San Francisco,Rail,14549383.0,2017,4,15110249.166666666,96.28817393756853
2017-05-01,San Francisco,Rail,15598062.0,2017,5,15469156.666666666,100.83330550017055
2017-06-01,San Francisco,Rail,15666681.0,2017,6,15436184.166666666,101.49322417279186
2017-07-01,San Francisco,Rail,14735714.0,2017,7,15494891.333333334,95.10046687645911
2017-08-01,San Francisco,Rail,15927115.0,2017,8,16050360.833333334,99.23213045106513
2017-09-01,San Francisco,Rail,14594903.0,2017,9,15214443.5,95.9279450477436
2017-10-01,San Francisco,Rail,15682143.0,2017,10,16226125.666666666,96.64748888402751
2017-11-01,San Francisco,Rail,14604833.0,2017,11,14388072.166666666,101.50653145760215
2017-12-01,San Francisco,Rail,13975293.0,2017,12,14106760.666666666,99.06805205125997
2018-01-01,San Francisco,Rail,14498659.0,2018,1,14430723.666666666,100.47076872167027
2018-02-01,San Francisco,Rail,13576841.0,2018,2,13921160.5,97.52664657519034
2018-03-01,San Francisco,Rail,15184918.0,2018,3,15333634.166666666,99.03013098493012
2018-04-01,San Francisco,Rail,14654757.0,2018,4,15110249.166666666,96.98554165690739
2018-05-01,San Francisco,Rail,15358979.0,2018,5,15469156.666666666,99.28775906120286
2018-06-01,San Francisco,Rail,14913948.0,2018,6,15436184.166666666,96.61680528666923
2018-07-01,San Francisco,Rail,14904063.0,2018,7,15494891.333333334,96.18694755178878
2018-08-01,San Francisco,Rail,15604251.0,2018,8,16050360.833333334,97.22056196763592
2018-09-01,San Francisco,Rail,14327630.0,2018,9,15214443.5,94.17123932268703
2018-10-01,San Francisco,Rail,16015652.0,2018,10,16226125.666666666,98.70287170831517
2018-11-01,San Francisco,Rail,13833245.0,2018,11,14388072.166666666,96.14383942310177
2018-12-01,San Francisco,Rail,13443856.0,2018,12,14106760.666666666,95.30080163454487
2019-01-01,San Francisco,Rail,14305996.0,2019,1,14430723.666666666,99.13567975142665
2019-02-01,San Francisco,Rail,13265869.0,2019,2,13921160.5,95.29283855322262
2019-03-01,San Francisco,Rail,14670468.0,2019,3,15333634.166666666,95.67508811376038
2019-04-01,San Francisco,Rail,14992672.0,2019,4,15110249.166666666,99.22187142402626
2019-05-01,San Francisco,Rail,15075109.0,2019,5,15469156.666666666,97.4526881124957
2019-06-01,San Francisco,Rail,14462389.0,2019,6,15436184.166666666,93.69147740042189
