date,metro,upt,year,month,baseline_upt,index_vs_2014_2019_month,index_3mma
2015-04-01,San Francisco,23111746.0,2015,4,23845851.666666668,96.92145335411588,96.48413524941891
2015-05-01,San Francisco,22816480.0,2015,5,24513128.666666668,93.07861232346976,95.93058619092601
2015-06-01,San Francisco,23439381.0,2015,6,24057146.0,97.4320935658785,95.81071974782138
2015-07-01,San Francisco,25208103.0,2015,7,24260558.166666668,103.90570087804176,98.13880225579668
2015-08-01,San Francisco,25360200.0,2015,8,25244587.666666668,100.45796879259782,100.59858774550604
2015-09-01,San Francisco,24940502.0,2015,9,23926427.5,104.23830302288128,102.86732423117361
2015-10-01,San Francisco,25911917.0,2015,10,25453416.0,101.80133385632797,102.16586855726904
2015-11-01,San Francisco,22772797.0,2015,11,22976531.666666668,99.11329233836351,101.71764307252425
2015-12-01,San Francisco,22864284.0,2015,12,22628258.333333332,101.04305715088546,100.65256111519231
2016-01-01,San Francisco,22403313.0,2016,1,22903547.833333332,97.81590678888054,99.32408542604317
2016-02-01,San Francisco,23736102.0,2016,2,21963628.5,108.07003952010933,102.30966781995845
2016-03-01,San Francisco,24504544.0,2016,3,24281239.333333332,100.9196592628619,102.26853519061727
2016-04-01,San Francisco,23540045.0,2016,4,23845851.666666668,98.7175686952119,102.56908915939437
2016-05-01,San Francisco,24748592.0,2016,5,24513128.666666668,100.9605601004066,100.19926268616013
2016-06-01,San Francisco,24608243.0,2016,6,24057146.0,102.29078295488583,100.65630391683476
2016-07-01,San Francisco,23940159.0,2016,7,24260558.166666668,98.6793413223819,100.64356145922477
2016-08-01,San Francisco,25979870.0,2016,8,25244587.666666668,102.91263356344777,101.29425261357183
2016-09-01,San Francisco,24911088.0,2016,9,23926427.5,104.11536782915043,101.90244757166003
2016-10-01,San Francisco,25369420.0,2016,10,25453416.0,99.67000107176183,102.23266748812
2016-11-01,San Francisco,24006261.0,2016,11,22976531.666666668,104.48165697187109,102.75567529092778
2016-12-01,San Francisco,22927972.0,2016,12,22628258.333333332,101.3245105401027,101.82538952791187
2017-01-01,San Francisco,22926509.0,2017,1,22903547.833333332,100.10025157165062,101.96880636120814
2017-02-01,San Francisco,22172172.0,2017,2,21963628.5,100.94949475219907,100.7914189546508
2017-03-01,San Francisco,25240331.0,2017,3,24281239.333333332,103.94992880511673,101.66655837632213
2017-04-01,San Francisco,23478412.0,2017,4,23845851.666666668,98.45910445219997,101.11950933650526
2017-05-01,San Francisco,25046943.0,2017,5,24513128.666666668,102.17766708033163,101.52890011254944
2017-06-01,San Francisco,24600075.0,2017,6,24057146.0,102.25683046525968,100.96453399926376
2017-07-01,San Francisco,23983398.0,2017,7,24260558.166666668,98.85756887882539,101.09735547480557
2017-08-01,San Francisco,25695755.0,2017,8,25244587.666666668,101.78718440281385,100.96719458229965
2017-09-01,San Francisco,23669432.0,2017,9,23926427.5,98.92589271841774,99.85688200001898
2017-10-01,San Francisco,25265507.0,2017,10,25453416.0,99.26175331436849,99.99161014520003
2017-11-01,San Francisco,23829766.0,2017,11,22976531.666666668,103.7135036119101,100.6337165482321
2017-12-01,San Francisco,23222977.0,2017,12,22628258.333333332,102.62821229060566,101.86782307229475
2018-01-01,San Francisco,23931619.0,2018,1,22903547.833333332,104.48869831935137,103.6101380739557
2018-02-01,San Francisco,22119785.0,2018,2,21963628.5,100.71097769660417,102.60929610218706
2018-03-01,San Francisco,24803154.0,2018,3,24281239.333333332,102.14945645690408,102.44971082428656
2018-04-01,San Francisco,23879690.0,2018,4,23845851.666666668,100.1419044863918,101.00077954663334
2018-05-01,San Francisco,24942343.0,2018,5,24513128.666666668,101.75095696338829,101.34743930222805
2018-06-01,San Francisco,24173753.0,2018,6,24057146.0,100.48470836898109,100.79252327292039
2018-07-01,San Francisco,24218519.0,2018,7,24260558.166666668,99.8267180566174,100.68746112966225
2018-08-01,San Francisco,25295068.0,2018,8,25244587.666666668,100.19996497467054,100.17046380008968
2018-09-01,San Francisco,23132060.0,2018,9,23926427.5,96.67995775800628,98.90221359643141
2018-10-01,San Francisco,25706469.0,2018,10,25453416.0,100.99418089894104,99.29136787720596
2018-11-01,San Francisco,22979206.0,2018,11,22976531.666666668,100.01163941264997,99.22859268986576
2018-12-01,San Francisco,22604961.0,2018,12,22628258.333333332,99.8970431882554,100.30095449994879
2019-01-01,San Francisco,23655282.0,2019,1,22903547.833333332,103.2821734525016,101.06361868446898
2019-02-01,San Francisco,21733309.0,2019,2,21963628.5,98.95135951693956,100.71019205256552
2019-03-01,San Francisco,24019754.0,2019,3,24281239.333333332,98.92309725321819,100.38554340755313
2019-04-01,San Francisco,24326814.0,2019,4,23845851.666666668,102.01696437626362,99.96380704880711
2019-05-01,San Francisco,24577745.0,2019,5,24513128.666666668,100.26359888291697,100.40122017079959
2019-06-01,San Francisco,23454999.0,2019,6,24057146.0,97.49701398495067,99.92585908137708
2019-07-01,San Francisco,23617883.0,2019,7,24260558.166666668,97.3509464940931,98.37051978732023
2019-08-01,San Francisco,24477925.0,2019,8,25244587.666666668,96.9630612438999,97.27034057431456
2019-09-01,San Francisco,22776453.0,2019,9,23926427.5,95.19370578829623,96.50257117542974
2019-10-01,San Francisco,24875700.0,2019,10,25453416.0,97.73030071877189,96.62902258365601
2019-11-01,San Francisco,22500588.0,2019,11,22976531.666666668,97.92856609704438,96.95085753470416
2019-12-01,San Francisco,22082044.0,2019,12,22628258.333333332,97.58614063315376,97.74833581632333
2020-01-01,San Francisco,22979808.0,2020,1,22903547.833333332,100.33296224332406,98.61588965784074
2020-02-01,San Francisco,21356986.0,2020,2,21963628.5,97.23796776111014,98.38569021252931
2020-03-01,San Francisco,17362824.0,2020,3,24281239.333333332,71.50715728156544,89.69269576199987
2020-04-01,San Francisco,2687357.0,2020,4,23845851.666666668,11.269704423082393,60.004943155252654
2020-05-01,San Francisco,3338212.0,2020,5,24513128.666666668,13.618057675923485,32.131639793523775
2020-06-01,San Francisco,4237274.0,2020,6,24057146.0,17.613369432932735,14.167043843979537
2020-07-01,San Francisco,4823303.0,2020,7,24260558.166666668,19.881253212991133,17.03756010728245
2020-08-01,San Francisco,4558275.0,2020,8,25244587.666666668,18.056444653357577,18.517022433093814
2020-09-01,San Francisco,4214711.0,2020,9,23926427.5,17.61529588986906,18.517664585405925
2020-10-01,San Francisco,4745279.0,2020,10,25453416.0,18.64299471630841,18.10491175317835
2020-11-01,San Francisco,4707762.0,2020,11,22976531.666666668,20.4894370843177,18.915909230165056
2020-12-01,San Francisco,4540786.0,2020,12,22628258.333333332,20.06688244897328,19.733104749866463
2021-01-01,San Francisco,4370617.0,2021,1,22903547.833333332,19.08270732466652,19.87967561931917
2021-02-01,San Francisco,4639729.0,2021,2,21963628.5,21.124601520190527,20.091397097943442
2021-03-01,San Francisco,5561575.0,2021,3,24281239.333333332,22.904823446820767,21.03737743055927
2021-04-01,San Francisco,5744019.0,2021,4,23845851.666666668,24.088126858682827,22.705850608564706
2021-05-01,San Francisco,6384657.0,2021,5,24513128.666666668,26.045867448498957,24.346272584667517
2021-06-01,San Francisco,7368917.0,2021,6,24057146.0,30.630886140858106,26.921626816013298
2021-07-01,San Francisco,7025179.0,2021,7,24260558.166666668,28.95720268156237,28.544652090306474
2021-08-01,San Francisco,7725263.0,2021,8,25244587.666666668,30.601660450966893,30.06324975779579
2021-09-01,San Francisco,8500914.0,2021,9,23926427.5,35.52939108857768,31.696084740368985
2021-10-01,San Francisco,8748449.0,2021,10,25453416.0,34.37043185087612,33.500494463473565
2021-11-01,San Francisco,8574348.0,2021,11,22976531.666666668,37.31785164267975,35.73922486071118
2021-12-01,San Francisco,8296849.0,2021,12,22628258.333333332,36.66587537485393,36.1180529561366
2022-01-01,San Francisco,7407902.0,2022,1,22903547.833333332,32.343906079121496,35.442544365551726
2022-02-01,San Francisco,7779015.0,2022,2,21963628.5,35.41771342563001,34.809164959868475
2022-03-01,San Francisco,9938935.0,2022,3,24281239.333333332,40.93256881808257,36.23139610761136
2022-04-01,San Francisco,9981741.0,2022,4,23845851.666666668,41.85944431564651,39.403242186453035
2022-05-01,San Francisco,10516829.0,2022,5,24513128.666666668,42.90284256656698,41.89828523343203
2022-06-01,San Francisco,10635827.0,2022,6,24057146.0,44.21067652829642,42.99098780350331
2022-07-01,San Francisco,10443140.0,2022,7,24260558.166666668,43.045753227345706,43.38642410740304
2022-08-01,San Francisco,11844287.0,2022,8,25244587.666666668,46.91812421891673,44.72485132485295
2022-09-01,San Francisco,12325150.0,2022,9,23926427.5,51.512704936831874,47.15886079436478
2022-10-01,San Francisco,12599927.0,2022,10,25453416.0,49.50190968473544,49.31091294682801
2022-11-01,San Francisco,11488250.0,2022,11,22976531.666666668,49.99993108910621,50.338181903557846
2022-12-01,San Francisco,10731790.0,2022,12,22628258.333333332,47.426495852715135,48.976112208852264
2023-01-01,San Francisco,10978233.0,2023,1,22903547.833333332,47.93245605391544,48.45296099857893
2023-02-01,San Francisco,11249662.0,2023,2,21963628.5,51.21950592089098,48.859485942507185
2023-03-01,San Francisco,12794882.0,2023,3,24281239.333333332,52.6945178718088,50.61549328220507
2023-04-01,San Francisco,13207279.0,2023,4,23845851.666666668,55.386065402990084,53.10002973189662
2023-05-01,San Francisco,13754087.0,2023,5,24513128.666666668,56.10906378794079,54.72988235424656
2023-06-01,San Francisco,12759846.0,2023,6,24057146.0,53.03973297580685,54.844954055579244
2023-07-01,San Francisco,12549368.0,2023,7,24260558.166666668,51.727449606837496,53.62541545686171
2023-08-01,San Francisco,14054892.0,2023,8,25244587.666666668,55.67487251359739,53.48068503208058
2023-09-01,San Francisco,13585129.0,2023,9,23926427.5,56.778760640300355,54.72702758691175
2023-10-01,San Francisco,14142556.0,2023,10,25453416.0,55.56250681637388,56.005379990090546
2023-11-01,San Francisco,12620738.0,2023,11,22976531.666666668,54.92882121242697,55.756696223033735
2023-12-01,San Francisco,12045456.0,2023,12,22628258.333333332,53.23191834988037,54.574415459560406
2024-01-01,San Francisco,12568338.0,2024,1,22903547.833333332,54.87507041030696,54.34526999087143
2024-02-01,San Francisco,12728233.0,2024,2,21963628.5,57.95141271853146,55.35280049290626
2024-03-01,San Francisco,13764016.0,2024,3,24281239.333333332,56.68580508205251,56.504096070296974
2024-04-01,San Francisco,13678326.0,2024,4,23845851.666666668,57.3614488222305,57.3328888742715
2024-05-01,San Francisco,14443142.0,2024,5,24513128.666666668,58.92002688192147,57.655760262068156
2024-06-01,San Francisco,13130037.0,2024,6,24057146.0,54.57853146836287,56.95333572417161
2024-07-01,San Francisco,13624559.0,2024,7,24260558.166666668,56.15929735169806,56.552618567327464
2024-08-01,San Francisco,14322255.0,2024,8,25244587.666666668,56.73396289578269,55.82393057194787
2024-09-01,San Francisco,14582922.0,2024,9,23926427.5,60.94901547671503,57.9474252413986
2024-10-01,San Francisco,15438177.0,2024,10,25453416.0,60.652672317145964,59.44521689654789
2024-11-01,San Francisco,12954294.0,2024,11,22976531.666666668,56.38054597593385,59.32741125659828
2024-12-01,San Francisco,12876365.0,2024,12,22628258.333333332,56.90391549504289,57.9790445960409
2025-01-01,San Francisco,13668441.0,2025,1,22903547.833333332,59.67826949546762,57.65424365548145
2025-02-01,San Francisco,12956493.0,2025,2,21963628.5,58.99067633565191,58.524287108720806
2025-03-01,San Francisco,14480179.0,2025,3,24281239.333333332,59.63525502638403,59.43473361916785
2025-04-01,San Francisco,14921201.0,2025,4,23845851.666666668,62.5735713220839,60.39983422803994
2025-05-01,San Francisco,15123694.0,2025,5,24513128.666666668,61.69630244125236,61.30170959657343
2025-06-01,San Francisco,14274388.0,2025,6,24057146.0,59.335334291108346,61.2017360181482
2025-07-01,San Francisco,14759089.0,2025,7,24260558.166666668,60.83573551196599,60.62245741477557
2025-08-01,San Francisco,15479507.0,2025,8,25244587.666666668,61.31812174709977,60.496397183391366
2025-09-01,San Francisco,15847289.0,2025,9,23926427.5,66.23341073380053,62.79575599762209
2025-10-01,San Francisco,16522441.0,2025,10,25453416.0,64.9124699018788,64.15466746092636
2025-11-01,San Francisco,9155847.0,2025,11,22976531.666666668,39.84869053706176,56.99819039091369
2025-12-01,San Francisco,8921130.0,2025,12,22628258.333333332,39.42473109765776,48.06196384553277
